text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon,word
p$yT),"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 4",A01,,,,,פשיטא,adjective singular absolute or construct,4
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 5",p01,,,,,ליה,preposition independent,5
^hN,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 6",X,,,,,הן,X,6
dcryk',"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 7",A01,p,,,,דצריכ',adjective singular absolute or construct | preposition,7
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 8",p01,,,,,ליה,preposition independent,8
krbnN,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 9",p02,noun pl. emphatic,,,,כרבנן,preposition with pronominal suffix | noun pl. emphatic,9
hN,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 10",X,,,,,הן,X,10
dp$yT',"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 11",p,A01,,,,דפשיט',preposition | adjective singular absolute or construct,11
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 55, Word: 12",p01,,,,,ליה,preposition independent,12
krbN,"Masekhet: 5330001, Page: 11, Side: b, Line: 56, Word: 0",p02,noun sg. emphatic,,,,כרבן,preposition with pronominal suffix | noun sg. emphatic,0
$m(wN,"Masekhet: 5330001, Page: 11, Side: b, Line: 56, Word: 1",PN Personal name,,,,,שמעון,proper name Personal name,1
"""bN""","Masekhet: 5330001, Page: 11, Side: b, Line: 56, Word: 2",No data,,,,,בן,No data,2
gmly)l,"Masekhet: 5330001, Page: 11, Side: b, Line: 56, Word: 3",PN Personal name,,,,,גמליאל,proper name Personal name,3
dlmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 0",noun sg. abs. or construct,,,,,דלמה,noun sg. abs. or construct,0
r',"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 1",N,,,,,ר',noun,1
z(yr),"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 2",PN Personal name,,,,,זעירא,proper name Personal name,2
wr',"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 3",N,c,,,,ור',noun | conjunction,3
y(qb,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 4",PN Personal name,,,,,יעקב,proper name Personal name,4
br,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 5",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,5
)x),"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 6",PN Personal name,,,,,אחא,proper name Personal name,6
wr',"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 7",N,c,,,,ור',noun | conjunction,7
xyy),"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 8",PN Personal name,,,,,חייא,proper name Personal name,8
br,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 9",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,9
b),"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 10",PN Personal name,,,,,בא,proper name Personal name,10
r',"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 11",N,,,,,ר',noun,11
xnyn),"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 12",PN Personal name,,,,,חנינא,proper name Personal name,12
xbrwN,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 13",noun sg. emphatic,,,,,חברון,noun sg. emphatic,13
drbnN,"Masekhet: 5330001, Page: 11, Side: b, Line: 61, Word: 14",p,noun pl. emphatic,,,,דרבנן,preposition | noun pl. emphatic,14
hww,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 0",verb G,,,,,הוו,verb peal,0
ytbyN/ytybyN#04#/,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 1",verb G,,,,,יתיבין/,verb peal,1
)klyN,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 2",verb G,,,,,אכלין,verb peal,2
nsb,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 3",verb G,,,,,נסב,verb peal,3
r',"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 4",N,,,,,ר',noun,4
y(qb,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 5",PN Personal name,,,,,יעקב,proper name Personal name,5
br,"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,6
)x),"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 7",PN Personal name,,,,,אחא,proper name Personal name,7
ks),"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 8",noun sg. emphatic,,,,,כסא,noun sg. emphatic,8
"""wbyrK","Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 9",No data,,,,,ובירך,No data,9
w)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 10",No data,,,,,ואמ',No data,10
"wl)""","Masekhet: 5330001, Page: 11, Side: b, Line: 62, Word: 11",No data,,,,,ולא,No data,11
""")m'","Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 0",No data,,,,,אמ',No data,0
"brkw""","Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 1",No data,,,,,ברכו,No data,1
)m',"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 2",verb G,,,,,אמ',verb peal,2
lyh,"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 3",p01,,,,,ליה,preposition independent,3
r',"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 4",N,,,,,ר',noun,4
xyy),"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 5",PN Personal name,,,,,חייא,proper name Personal name,5
br,"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,6
b),"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 7",PN Personal name,,,,,בא,proper name Personal name,7
wlmh,"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 8",c,c,,,,ולמה,conjunction | conjunction,8
l),"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 9",a01C,,,,,לא,a01C,9
)mrt,"Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 10",verb G,,,,,אמרת,verb peal,10
"""brkw""","Masekhet: 5330001, Page: 11, Side: b, Line: 63, Word: 11",No data,,,,,ברכו,No data,11
wb)y$,"Masekhet: 5330001, Page: 11, Side: c, Line: 01, Word: 0",verb G,c,,,,ובאיש,verb peal | conjunction,0
lr',"Masekhet: 5330001, Page: 11, Side: c, Line: 01, Word: 1",p03,N,,,,לר',preposition proclitic | noun,1
z(yr),"Masekhet: 5330001, Page: 11, Side: c, Line: 01, Word: 2",PN Personal name,,,,,זעירא,proper name Personal name,2
bgyN,"Masekhet: 5330001, Page: 11, Side: c, Line: 01, Word: 3",c,,,,,בגין,conjunction,3
dcwwx,"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 0",V,c,,,,דצווח,V | conjunction,0
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 1",N,,,,,ר',noun,1
y(qb,"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 2",PN Personal name,,,,,יעקב,proper name Personal name,2
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 3",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,3
)x),"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 4",PN Personal name,,,,,אחא,proper name Personal name,4
lr',"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 5",p03,N,,,,לר',preposition proclitic | noun,5
xyy),"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 6",PN Personal name,,,,,חייא,proper name Personal name,6
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 7",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,7
bb),"Masekhet: 5330001, Page: 11, Side: c, Line: 02, Word: 8",PN Personal name,,,,,בבא,proper name Personal name,8
"nwqdn)/nwqrn)#04,15#/","Masekhet: 5330001, Page: 11, Side: c, Line: 03, Word: 0",noun sg. emphatic,noun sg. emphatic,,,,נוקרנא/,noun sg. emphatic | noun sg. emphatic,0
hwtybwN/htybwN#04#/,"Masekhet: 5330001, Page: 11, Side: c, Line: 03, Word: 1",verb C,,,,,התיבון/,verb (h)aphel,1
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 04, Word: 0",N,,,,,ר',noun,0
)b),"Masekhet: 5330001, Page: 11, Side: c, Line: 04, Word: 1",PN Personal name,,,,,אבא,proper name Personal name,1
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 04, Word: 2",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,2
zmyn),"Masekhet: 5330001, Page: 11, Side: c, Line: 04, Word: 3",PN Personal name,,,,,זמינא,proper name Personal name,3
hwh,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 0",verb G,,,,,הוה,verb peal,0
m$m$,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 1",verb D,,,,,משמש,verb pael,1
qwmy,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 2",p01C,,,,,קומי,p01C,2
"<rby>#04,10#","Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 3",N,,,,,רבי,noun,3
z(yr),"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 4",PN Personal name,,,,,זעירא,proper name Personal name,4
mzg,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 5",verb G,,,,,מזג,verb peal,5
lyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 6",p01,,,,,ליה,preposition independent,6
ks),"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 7",noun sg. emphatic,,,,,כסא,noun sg. emphatic,7
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 8",verb G,,,,,אמ',verb peal,8
lyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 9",p01,,,,,ליה,preposition independent,9
sb,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 10",verb G,,,,,סב,verb peal,10
bryK,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 11",verb D,,,,,בריך,verb pael,11
\{)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 12",No data,,,,,{אמ',No data,12
lyh}/)<yN>,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 13",c,,,,,ליה}/אין,conjunction,13
l)#04#/,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 14",a01C,,,,,לא/,a01C,14
{^w^}hb#04#,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 15",verb G,,,,,הב,verb peal,15
d(tK,"Masekhet: 5330001, Page: 11, Side: c, Line: 05, Word: 16",noun sg. emphatic,,,,,דעתך,noun sg. emphatic,16
d)t,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 0",R,c,,,,דאת,R | conjunction,0
my$ty,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 1",verb G,,,,,מישתי,verb peal,1
{xwrnh}<xwrN>#04#,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 2",P01C,,,,,חורן,P01C,2
dtny,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 3",c,verb G,,,,דתני,conjunction | verb peal,3
"""h$m$","Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 4",No data,,,,,השמש,No data,4
mbrK,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 5",No data,,,,,מברך,No data,5
(l,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 6",No data,,,,,על,No data,6
kl,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 7",No data,,,,,כל,No data,7
kws,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 8",No data,,,,,כוס,No data,8
wkws,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 9",No data,,,,,וכוס,No data,9
w)ynw,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 10",No data,,,,,ואינו,No data,10
mbrK,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 11",No data,,,,,מברך,No data,11
(l,"Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 12",No data,,,,,על,No data,12
"kl""","Masekhet: 5330001, Page: 11, Side: c, Line: 06, Word: 13",No data,,,,,כל,No data,13
"""prwsh","Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 0",No data,,,,,פרוסה,No data,0
"wprwsh""","Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 1",No data,,,,,ופרוסה,No data,1
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 2",verb G,,,,,אמ',verb peal,2
lyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 3",p01,,,,,ליה,preposition independent,3
km),"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 4",c,,,,,כמא,conjunction,4
d)n),"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 5",P01C,c,,,,דאנא,P01C | conjunction,5
yhb,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 6",verb G,,,,,יהב,verb peal,6
d(ty,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 7",noun sg. emphatic,,,,,דעתי,noun sg. emphatic,7
mpq),"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 8",verb C,,,,,מפקא,verb (h)aphel,8
yt{y}K#04#,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 9",p02C,,,,,יתך,p02C,9
ydy,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 10",noun pl. construct,,,,,ידי,noun pl. construct,10
xwbtK,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 11",noun sg. emphatic,,,,,חובתך,noun sg. emphatic,11
bbrkth,"Masekhet: 5330001, Page: 11, Side: c, Line: 07, Word: 12",p02,noun sg. emphatic,,,,בברכתה,preposition with pronominal suffix | noun sg. emphatic,12
kN,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 0",a01C,,,,,כן,a01C,0
hb,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 1",verb G,,,,,הב,verb peal,1
d(tK,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 2",noun sg. emphatic,,,,,דעתך,noun sg. emphatic,2
mpq),"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 3",verb C,,,,,מפקא,verb (h)aphel,3
<yty>#04#,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 4",p02C,,,,,יתי,p02C,4
ydy,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 5",noun pl. construct,,,,,ידי,noun pl. construct,5
xwbty,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 6",noun sg. emphatic,,,,,חובתי,noun sg. emphatic,6
"""b)mN""","Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 7",No data,,,,,באמן,No data,7
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 8",verb G,,,,,אמ',verb peal,8
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 9",N,,,,,ר',noun,9
tnxwM,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 10",PN Personal name,,,,,תנחום,proper name Personal name,10
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 11",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,11
yrmyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 12",PN Personal name,,,,,ירמיה,proper name Personal name,12
mtnyt),"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 13",noun sg. emphatic,,,,,מתניתא,noun sg. emphatic,13
)mrh,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 14",verb G,,,,,אמרה,verb peal,14
kN,"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 15",a01C,,,,,כן,a01C,15
"""hmt(sq","Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 16",No data,,,,,המתעסק,No data,16
l),"Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 17",No data,,,,,לא,No data,17
"yc)""","Masekhet: 5330001, Page: 11, Side: c, Line: 08, Word: 18",No data,,,,,יצא,No data,18
""")M","Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 0",No data,,,,,אם,No data,0
"mtwK""","Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 1",No data,,,,,מתוך,No data,1
)t,"Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 2",R,,,,,את,R,2
ylyP,"Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 3",V,,,,,יליף,V,3
lh,"Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 4",p01,,,,,לה,preposition independent,4
sgyN,"Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 5",A03,,,,,סגין,adjective plural absolute,5
)ynwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 16, Word: 6",R,,,,,אינון,R,6
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 0",N,,,,,ר',noun,0
xyy),"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 1",PN Personal name,,,,,חייא,proper name Personal name,1
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 2",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,2
)$y,"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 3",PN Personal name,,,,,אשי,proper name Personal name,3
qM,"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 4",verb G,,,,,קם,verb peal,4
mqry,"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 5",verb G,,,,,מקרי,verb peal,5
b)wryyt),"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 6",N,p02,,,,באורייתא,noun | preposition with pronominal suffix,6
w)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 7",verb G,c,,,,ואמ',verb peal | conjunction,7
"""brkw""","Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 8",No data,,,,,ברכו,No data,8
wl),"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 9",a01C,c,,,,ולא,a01C | conjunction,9
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 10",verb G,,,,,אמ',verb peal,10
"""hmbwrK""","Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 11",No data,,,,,המבורך,No data,11
b(wN,"Masekhet: 5330001, Page: 11, Side: c, Line: 21, Word: 12",verb G,,,,,בעון,verb peal,12
my$tqynyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 0",verb D,,,,,מישתקיניה,verb pael,0
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 1",verb G,,,,,אמ',verb peal,1
lhwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 2",p01,,,,,להון,preposition independent,2
rb,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 3",PN Personal name,,,,,רב,proper name Personal name,3
)rpwnyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 4",verb C,,,,,ארפוניה,verb (h)aphel,4
dnhyg,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 5",c,verb G,,,,דנהיג,conjunction | verb peal,5
kr',"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 6",p02,N,,,,כר',preposition with pronominal suffix | noun,6
(qybh,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 7",PN Personal name,,,,,עקיבה,proper name Personal name,7
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 8",N,,,,,ר',noun,8
z(yr),"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 9",PN Personal name,,,,,זעירא,proper name Personal name,9
qM,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 10",verb G,,,,,קם,verb peal,10
mqry,"Masekhet: 5330001, Page: 11, Side: c, Line: 22, Word: 11",verb G,,,,,מקרי,verb peal,11
"""khN","Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 0",No data,,,,,כהן,No data,0
bmqwM,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 1",No data,,,,,במקום,No data,1
lwy,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 2",No data,,,,,לוי,No data,2
wbyrK,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 3",No data,,,,,ובירך,No data,3
lpnyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 4",No data,,,,,לפניה,No data,4
"wl)xryh""","Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 5",No data,,,,,ולאחריה,No data,5
wb(wN,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 6",verb G,c,,,,ובעון,verb peal | conjunction,6
my$twqynyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 7",verb G,,,,,מישתוקיניה,verb peal,7
)m',"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 8",verb G,,,,,אמ',verb peal,8
lwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 9",p02,,,,,לון,preposition with pronominal suffix,9
r',"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 10",N,,,,,ר',noun,10
xyy),"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 11",PN Personal name,,,,,חייא,proper name Personal name,11
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 23, Word: 12",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,12
)$y,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 0",PN Personal name,,,,,אשי,proper name Personal name,0
)rpwnyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 1",verb C,,,,,ארפוניה,verb (h)aphel,1
dkN,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 2",c,a01C,,,,דכן,conjunction | a01C,2
)ynwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 3",R,,,,,אינון,R,3
nhygyN,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 4",verb G,,,,,נהיגין,verb peal,4
{gbyhw}<gbwN>#04#,"Masekhet: 5330001, Page: 11, Side: c, Line: 24, Word: 5",p02C,,,,,גבון,p02C,5
)$kx,"Masekhet: 5330001, Page: 11, Side: c, Line: 39, Word: 0",verb G,,,,,אשכח,verb peal,0
tny,"Masekhet: 5330001, Page: 11, Side: c, Line: 39, Word: 1",verb G,,,,,תני,verb peal,1
wplyg,"Masekhet: 5330001, Page: 11, Side: c, Line: 39, Word: 2",verb G,c,,,,ופליג,verb peal | conjunction,2
xnN,"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 0",PN Personal name,,,,,חנן,proper name Personal name,0
br,"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 1",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,1
)b),"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 2",PN Personal name,,,,,אבא,proper name Personal name,2
wxbryy),"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 3",c,noun pl. emphatic,,,,וחברייא,conjunction | noun pl. emphatic,3
\hww,"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 4",verb G,,,,,הוו,verb peal,4
ytbyN/hwwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 5",verb G,verb G,,,,יתבין/הוון,verb peal | verb peal,5
ytybyN#04#/,"Masekhet: 5330001, Page: 11, Side: c, Line: 42, Word: 6",verb G,,,,,יתיבין/,verb peal,6
)klyN,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 0",verb G,,,,,אכלין,verb peal,0
{b$bt),"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 1",No data,,,,,{בשבתא,No data,1
mN,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 2",No data,,,,,מן,No data,2
d)klyN,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 3",No data,,,,,דאכלין,No data,3
wbrkyN}<b$wbth,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 4",noun sg. emphatic,p02,,,,וברכין}בשובתה,noun sg. emphatic | preposition with pronominal suffix,4
mN,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 5",c,,,,,מן,conjunction,5
d)klwN,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 6",verb G,c,,,,דאכלון,verb peal | conjunction,6
wbrkwN>,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 7",verb D,c,,,,וברכון,verb pael | conjunction,7
qM,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 8",verb G,,,,,קם,verb peal,8
)zl,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 9",verb G,,,,,אזל,verb peal,9
lyh,"Masekhet: 5330001, Page: 11, Side: c, Line: 43, Word: 10",p01,,,,,ליה,preposition independent,10
